wkt_geom;fid;protected;denotation;ref:gid;ref:INSPIRE;natural;name;species:pl;species;url:crfop
Point (12.33587751033935831 47.67420753621467355);4651;yes;natural_monument;69760;PL.ZIPOP.1393.PP.1210032.1436;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210032.1436
Point (12.33587766078881565 47.67420768001301923);4672;yes;natural_monument;69779;PL.ZIPOP.1393.PP.1210032.1444;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210032.1444
Point (12.33587766561304733 47.67420767745964127);4673;yes;natural_monument;69782;PL.ZIPOP.1393.PP.1210032.1444;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210032.1444
Point (12.33587766790027551 47.67420767931258041);4674;yes;natural_monument;69781;PL.ZIPOP.1393.PP.1210032.1444;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210032.1444
Point (12.33586267822368221 47.67420448795861176);1044;yes;natural_monument;70323;PL.ZIPOP.1393.PP.1211072.1541;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211072.1541
Point (12.33586222702795254 47.67420506819891557);1045;yes;natural_monument;70326;PL.ZIPOP.1393.PP.1211072.1543;źródło;Źródło Wawrzyńca;brak danych;;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211072.1543
Point (12.33586187613102325 47.67420467001446127);1046;yes;natural_monument;70325;PL.ZIPOP.1393.PP.1211072.1542;tree;;Lipa szerokolistna;Tilia platyphyllos;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211072.1542
Point (12.33587004188226466 47.67420408275560106);1047;yes;natural_monument;70332;PL.ZIPOP.1393.PP.1211082.1553;tree;;Modrzew europejski;Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211082.1553
Point (12.3358735426995203 47.67420458192533061);1040;yes;natural_monument;70315;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.33586267527822145 47.67420449127053672);1041;yes;natural_monument;70322;PL.ZIPOP.1393.PP.1211072.1541;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211072.1541
Point (12.33586267443001283 47.67420449169066643);1042;yes;natural_monument;70321;PL.ZIPOP.1393.PP.1211072.1541;tree;;Jesion wyniosły;Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211072.1541
Point (12.33586267406604087 47.67420448796591614);1043;yes;natural_monument;70324;PL.ZIPOP.1393.PP.1211072.1541;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211072.1541
Point (12.33587004144082044 47.67420408294501755);1052;yes;natural_monument;70335;PL.ZIPOP.1393.PP.1211082.1553;tree;;Modrzew europejski;Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211082.1553
Point (12.33586953321056612 47.67420467226600778);1053;yes;natural_monument;70343;PL.ZIPOP.1393.PP.1211092.1559;tree;;Modrzew europejski;Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211092.1559
Point (12.33587106565771485 47.67420407006087402);1054;yes;natural_monument;70337;PL.ZIPOP.1393.PP.1211082.1554;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211082.1554
Point (12.33587004180181879 47.67420422087899823);1055;yes;natural_monument;70345;PL.ZIPOP.1393.PP.1211092.1560;skałka;Gęśle, Basy;brak danych;;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211092.1560
Point (12.33586293418619917 47.67420433907819444);1048;yes;natural_monument;70327;PL.ZIPOP.1393.PP.1211072.1544;źródło;Źródło Jacka;brak danych;;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211072.1544
Point (12.3358700417352587 47.67420408321278558);1049;yes;natural_monument;70334;PL.ZIPOP.1393.PP.1211082.1553;tree;;Modrzew europejski;Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211082.1553
Point (12.33587004216690808 47.67420408312896285);1050;yes;natural_monument;70333;PL.ZIPOP.1393.PP.1211082.1553;tree;;Modrzew europejski;Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211082.1553
Point (12.33587106145371237 47.67420406817027612);1051;yes;natural_monument;70336;PL.ZIPOP.1393.PP.1211082.1554;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211082.1554
Point (12.33587355916014516 47.6742046759464202);1028;yes;natural_monument;70303;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587355448517542 47.67420467489780123);1029;yes;natural_monument;70306;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587355641564365 47.67420467525324312);1030;yes;natural_monument;70305;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587354691098348 47.67420467370521919);1031;yes;natural_monument;70308;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587356233697996 47.67420467658506311);1024;yes;natural_monument;70299;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587355956175813 47.67420467666750028);1025;yes;natural_monument;70302;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587356036768767 47.6742046761459477);1026;yes;natural_monument;70301;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587355745470049 47.67420467620772939);1027;yes;natural_monument;70304;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587364077672355 47.67420454856042511);1036;yes;natural_monument;70311;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.33587360020630008 47.67420456146307117);1037;yes;natural_monument;70314;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.33587361571133911 47.6742045557592462);1038;yes;natural_monument;70313;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.33587353019053978 47.67420458711941222);1039;yes;natural_monument;70316;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.33587355331810187 47.67420467530500616);1032;yes;natural_monument;70307;PL.ZIPOP.1393.PP.1211062.1536;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1536
Point (12.33587364062828229 47.67420454718897815);1033;yes;natural_monument;70310;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.33587364284833399 47.67420454691199438);1034;yes;natural_monument;70309;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.3358736302772467 47.67420455323841821);1035;yes;natural_monument;70312;PL.ZIPOP.1393.PP.1211062.1537;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211062.1537
Point (12.33586658995706209 47.67420508156162384);1076;yes;natural_monument;70366;PL.ZIPOP.1393.PP.1211112.1569;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1569
Point (12.33586658620145649 47.67420508263320755);1077;yes;natural_monument;70369;PL.ZIPOP.1393.PP.1211112.1569;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1569
Point (12.33586658576562556 47.67420508182055983);1078;yes;natural_monument;70368;PL.ZIPOP.1393.PP.1211112.1569;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1569
Point (12.33586598453222294 47.67420536244385687);1079;yes;natural_monument;70371;PL.ZIPOP.1393.PP.1211112.1570;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1570
Point (12.33587216079564897 47.67420527945927233);1072;yes;natural_monument;70360;PL.ZIPOP.1393.PP.1211102.1566;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1566
Point (12.33586659066201818 47.67420508229701426);1073;yes;natural_monument;70365;PL.ZIPOP.1393.PP.1211112.1569;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1569
Point (12.33586658963925231 47.67420508317246686);1074;yes;natural_monument;70364;PL.ZIPOP.1393.PP.1211112.1569;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1569
Point (12.33586658746993159 47.67420508103223398);1075;yes;natural_monument;70367;PL.ZIPOP.1393.PP.1211112.1569;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1569
Point (12.33586659466302748 47.67420508305720261);1084;yes;natural_monument;70374;PL.ZIPOP.1393.PP.1211112.1571;tree;;Klon jawor;Acer pseudoplatanus;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1571
Point (12.33586659299378852 47.67420508430412696);1085;yes;natural_monument;70377;PL.ZIPOP.1393.PP.1211112.1571;tree;;Klon jawor;Acer pseudoplatanus;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1571
Point (12.3358665929790341 47.67420508390007683);1086;yes;natural_monument;70376;PL.ZIPOP.1393.PP.1211112.1571;tree;;Klon jawor;Acer pseudoplatanus;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1571
Point (12.33586659392280716 47.67420508460356388);1087;yes;natural_monument;70379;PL.ZIPOP.1393.PP.1211112.1571;tree;;Klon jawor;Acer pseudoplatanus;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1571
Point (12.3358665870964721 47.67420508305151827);1080;yes;natural_monument;70370;PL.ZIPOP.1393.PP.1211112.1569;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1569
Point (12.33586598385774202 47.67420536280961585);1081;yes;natural_monument;70373;PL.ZIPOP.1393.PP.1211112.1570;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1570
Point (12.33586598340186136 47.67420536270922327);1082;yes;natural_monument;70372;PL.ZIPOP.1393.PP.1211112.1570;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1570
Point (12.3358665929749165 47.67420508364720177);1083;yes;natural_monument;70375;PL.ZIPOP.1393.PP.1211112.1571;tree;;Klon jawor;Acer pseudoplatanus;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1571
Point (12.33587216557623556 47.67420528343851061);1060;yes;natural_monument;70348;PL.ZIPOP.1393.PP.1211102.1565;tree;;Dąb szypułkowy;Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587216074087323 47.67420528311331651);1061;yes;natural_monument;70351;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587216277593157 47.6742052831618679);1062;yes;natural_monument;70350;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587215957548011 47.67420528340255004);1063;yes;natural_monument;70353;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587002487909068 47.67420422130687285);1056;yes;natural_monument;70344;PL.ZIPOP.1393.PP.1211092.1560;skałka;Gęśle, Basy;brak danych;;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211092.1560
Point (12.33587063471003731 47.67420466184115924);1057;yes;natural_monument;70347;PL.ZIPOP.1393.PP.1211092.1563;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211092.1563
Point (12.33586910242498647 47.67420466403084589);1058;yes;natural_monument;70346;PL.ZIPOP.1393.PP.1211092.1562;tree;;Brzoza;Betula sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211092.1562
Point (12.33587216409676657 47.67420528323992102);1059;yes;natural_monument;70349;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587215851104624 47.67420528529171264);1068;yes;natural_monument;70356;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587216410743181 47.67420528616702313);1069;yes;natural_monument;70359;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587216236811024 47.67420528610102082);1070;yes;natural_monument;70358;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33586645258173498 47.67420564504617175);1071;yes;natural_monument;70361;PL.ZIPOP.1393.PP.1211112.1567;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1567
Point (12.3358721601688881 47.67420528319856743);1064;yes;natural_monument;70352;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587215847041385 47.67420528457887485);1065;yes;natural_monument;70355;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587215881494714 47.67420528394053747);1066;yes;natural_monument;70354;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33587216022726629 47.6742052861685508);1067;yes;natural_monument;70357;PL.ZIPOP.1393.PP.1211102.1565;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211102.1565
Point (12.33586316491181911 47.67420853735676189);1108;yes;natural_monument;71701;PL.ZIPOP.1393.PP.1218022.2678;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2678
Point (12.3358631368294791 47.67420849196815169);1109;yes;natural_monument;71704;PL.ZIPOP.1393.PP.1218022.2680;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2680
Point (12.33586314740769119 47.67420850255435738);1110;yes;natural_monument;71703;PL.ZIPOP.1393.PP.1218022.2679;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2679
Point (12.33586310867689484 47.67420848156010749);1111;yes;natural_monument;71706;PL.ZIPOP.1393.PP.1218022.2681;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2681
Point (12.33585872604684042 47.67420743700944286);1104;yes;natural_monument;71696;PL.ZIPOP.1393.PP.1218013.2726;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218013.2726
Point (12.33586316496196744 47.67420853730440911);1105;yes;natural_monument;71700;PL.ZIPOP.1393.PP.1218022.2678;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2678
Point (12.33585873138666322 47.67420753989306803);1106;yes;natural_monument;71698;PL.ZIPOP.1393.PP.1218013.2748;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218013.2748
Point (12.335863164868071 47.67420853729688446);1107;yes;natural_monument;71702;PL.ZIPOP.1393.PP.1218022.2678;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2678
Point (12.33586311753432696 47.67420850223711426);1116;yes;natural_monument;71709;PL.ZIPOP.1393.PP.1218022.2687;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2687
Point (12.33586311025676174 47.67420849470351385);1117;yes;natural_monument;71712;PL.ZIPOP.1393.PP.1218022.2688;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2688
Point (12.33586311106975941 47.67420849336685507);1118;yes;natural_monument;71711;PL.ZIPOP.1393.PP.1218022.2688;tree;;Dąb szypułkowy;Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2688
Point (12.33586310859081081 47.67420849724670973);1119;yes;natural_monument;71714;PL.ZIPOP.1393.PP.1218022.2688;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2688
Point (12.33586309977835249 47.67420848119404297);1112;yes;natural_monument;71705;PL.ZIPOP.1393.PP.1218022.2681;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2681
Point (12.33586312891298675 47.67420850261068921);1113;yes;natural_monument;71708;PL.ZIPOP.1393.PP.1218022.2685;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2685
Point (12.33586313011541336 47.67420850000828381);1114;yes;natural_monument;71707;PL.ZIPOP.1393.PP.1218022.2684;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2684
Point (12.33586311576025452 47.6742085007680032);1115;yes;natural_monument;71710;PL.ZIPOP.1393.PP.1218022.2687;tree;;Lipa;Tilia sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218022.2687
Point (12.33586736443888832 47.67420294386916879);1092;yes;natural_monument;71495;PL.ZIPOP.1393.PP.1217011.2641;tree;;Cis;Taxus sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1217011.2641
Point (12.33586672847919452 47.6742027570947613);1093;yes;natural_monument;71686;PL.ZIPOP.1393.PP.1217042.2636;tree;;Brzoza;Betula sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1217042.2636
Point (12.33586929753654893 47.67420349673106017);1094;yes;natural_monument;71684;PL.ZIPOP.1393.PP.1217032.2629;tree;;Grusza pospolita;Pyrus communis;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1217032.2629
Point (12.33586672932615969 47.67420275603102198);1095;yes;natural_monument;71688;PL.ZIPOP.1393.PP.1217042.2636;tree;;Brzoza;Betula sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1217042.2636
Point (12.33586659376895156 47.67420508439379034);1088;yes;natural_monument;70378;PL.ZIPOP.1393.PP.1211112.1571;tree;;Klon jawor;Acer pseudoplatanus;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1571
Point (12.33586723946087993 47.67420504101629319);1089;yes;natural_monument;70381;PL.ZIPOP.1393.PP.1211112.1573;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1573
Point (12.33586659395761487 47.67420508519332145);1090;yes;natural_monument;70380;PL.ZIPOP.1393.PP.1211112.1571;tree;;Klon jawor;Acer pseudoplatanus;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211112.1571
Point (12.33586736647519189 47.67420294457424035);1091;yes;natural_monument;71496;PL.ZIPOP.1393.PP.1217011.2641;tree;;Cis;Taxus sp.;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1217011.2641
Point (12.33585946509333731 47.67420739187452483);1100;yes;natural_monument;71692;PL.ZIPOP.1393.PP.1218013.2666;tree;;Wiśnia ptasia;Prunus avium;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218013.2666
Point (12.33585848538503349 47.67420693081719918);1101;yes;natural_monument;71695;PL.ZIPOP.1393.PP.1218013.2715;tree;;Lipa drobnolistna;Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218013.2715
Point (12.33585927754015898 47.67420745745197763);1102;yes;natural_monument;71694;PL.ZIPOP.1393.PP.1218013.2693;skałka;;brak danych;;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1218013.2693
